Pincode,City,State,is_oda,Zone
627901,Tirunelveli,Tamil Nadu,ODA,South2
630408,Thiruvadanai,Tamil Nadu,ODA,South2
713301,Asansol,West Bengal,No,
302026,Jaipur,Rajasthan,No,North1
389220,Lunawada,Gujarat,ODA,Guj2
110023,Delhi,Delhi,No,North1
284124,Lalitpur,Uttar Pradesh,ODA,North2
380054,Ahmedabad,Gujarat,No,Guj1
363641,Morbi,Gujarat,ODA,Guj2
176030,Khundian,Himachal Pradesh,No,
609803,Mayiladuthurai,Tamil Nadu,No,South2
305405,Kekri,Rajasthan,No,North2
390017,Vadodara,Gujarat,No,Guj2
502371,Narayankhed,Telangana,ODA,
625002,Madurai,Tamil Nadu,No,South2
625218,Vadipatti,Tamil Nadu,ODA,South2
788150,Hailakandi,Assam,ODA,NE
622201,Pudukkottai,Tamil Nadu,No,South2
680610,Thrissur,Kerala,ODA,Kerala
721156,Panskura,West Bengal,ODA,
456335,Nagda,Madhya Pradesh,No,Central2
440022,Nagpur,Maharashtra,No,Mah2
700030,Kolkata,West Bengal,No,East1
531019,Visakhapatnam,Andhra Pradesh,ODA,South2
413501,Osmanabad,Maharashtra,No,Mah2
609109,Sirkazhi,Tamil Nadu,ODA,South2
673013,Kozhikode,Kerala,No,Kerala
503218,Armoor,Telangana,ODA,
530025,Visakhapatnam,Andhra Pradesh,No,South2
141307,Jalandhar,Punjab,ODA,North2
440032,Nagpur,Maharashtra,No,Mah2
385110,Ambaji,Gujarat,No,Guj2
673304,Koyilandy,Kerala,No,Kerala
712403,Tarkeshwar,West Bengal,ODA,
735206,Chalsa,West Bengal,ODA,
673014,Kozhikode,Kerala,No,Kerala
639113,Karur,Tamil Nadu,No,South2
171012,Shimla,Himachal Pradesh,No,
362030,Bhesan,Gujarat,No,Guj2
441117,Nagpur,Maharashtra,ODA,Mah2
471001,Chhatarpur,Madhya Pradesh,No,Central2
502329,Hyderabad,Telangana,ODA,South1
612905,Jayankondam,Tamil Nadu,ODA,South2
846002,Darbhanga,Bihar,No,East2
143416,Patti,Punjab,No,North2
591246,Gokak,Karnataka,No,
733145,Balurghat,West Bengal,ODA,
759023,Kamakhyanagar,Odisha,ODA,East2
605757,Thirukoilure,Tamil Nadu,ODA,South2
721439,Contai,West Bengal,ODA,
331507,Sujangarh,Rajasthan,ODA,North2
518503,Nandyal,Andhra Pradesh,ODA,South2
572102,Tumkur,Karnataka,ODA,
759120,Kamakhyanagar,Odisha,No,East2
792123,Jairampur,Arunachal Pradesh,ODA,NE
452005,Indore,Madhya Pradesh,No,Central1
177022,Hamirpur,Himachal Pradesh,No,
572138,Tumkur,Karnataka,No,
732202,Malda,West Bengal,ODA,
609106,Sirkazhi,Tamil Nadu,ODA,South2
440005,Nagpur,Maharashtra,No,Mah2
700089,Kolkata,West Bengal,No,East1
302027,Jaipur,Rajasthan,No,North1
523370,CumbumAP,Andhra Pradesh,ODA,South2
440029,Nagpur,Maharashtra,No,Mah2
530029,Visakhapatnam,Andhra Pradesh,No,South2
221207,Bhadohi,Uttar Pradesh,ODA,North2
411048,Pune,Maharashtra,No,Mah1
411029,Pune,Maharashtra,No,Mah1
248110,Dehradun,Uttarakhand,No,North2
382005,Ahmedabad,Gujarat,No,Guj1
401206,Kudus,Maharashtra,ODA,Mah2
401210,Mumbai,Maharashtra,No,Mah1
431115,Aurangabad,Maharashtra,ODA,Mah2
523182,Ongole,Andhra Pradesh,No,South2
523286,Ongole,Andhra Pradesh,No,South2
450331,Burhanpur,Madhya Pradesh,No,Central2
440004,Nagpur,Maharashtra,No,Mah2
460443,Sarni,Madhya Pradesh,ODA,Central2
735225,Chalsa,West Bengal,No,
442303,Pulgaon,Maharashtra,No,Mah2
700052,Kolkata,West Bengal,No,East1
361002,Jamnagar,Gujarat,No,Guj2
673020,Kozhikode,Kerala,No,Kerala
673002,Kozhikode,Kerala,No,Kerala
126116,Jind,Haryana,No,North2
530012,Visakhapatnam,Andhra Pradesh,No,South2
691311,Ayoor,Kerala,ODA,Kerala
517128,Chittoor,Andhra Pradesh,No,South2
144027,Jalandhar,Punjab,No,North2
444803,Daryapur,Maharashtra,No,Mah2
385120,Ambaji,Gujarat,No,Guj2
530003,Visakhapatnam,Andhra Pradesh,No,South2
585323,Shahapur,Karnataka,ODA,
504304,Boath Buzurg,Andhra Pradesh,ODA,South2
407001,Nagpur,Maharashtra,ODA,Mah2
691533,Ayoor,Kerala,ODA,Kerala
415001,Satara,Maharashtra,No,Mah2
713344,Asansol,West Bengal,ODA,
759026,Kamakhyanagar,Odisha,ODA,East2
832119,Seraikella,Jharkhand,No,East2
504218,Bellampalli,Telangana,No,
721151,Bagnan,West Bengal,ODA,
230141,Kunda,Uttar Pradesh,ODA,North2
822101,Daltonganj,Jharkhand,No,East2
455048,Indore,Madhya Pradesh,ODA,Central1
603102,Tirukalukundram,Tamil Nadu,No,South2
144302,Jalandhar,Punjab,No,North2
440017,Nagpur,Maharashtra,No,Mah2
135106,Yamuna Nagar,Haryana,ODA,North2
741402,Krishnanagar,West Bengal,ODA,
741256,Ranaghat,West Bengal,No,
471501,Chhatarpur,Madhya Pradesh,ODA,Central2
523280,Ongole,Andhra Pradesh,No,South2
721440,Contai,West Bengal,ODA,
591309,Gokak,Karnataka,No,
523156,Chirala,Andhra Pradesh,ODA,South2
721438,Contai,West Bengal,ODA,
133206,Yamuna Nagar,Haryana,No,North2
440033,Nagpur,Maharashtra,No,Mah2
389360,Halol,Gujarat,ODA,Guj2
144003,Jalandhar,Punjab,No,North2
470119,Rahatgarh,Madhya Pradesh,No,Central2
577573,Davangere,Karnataka,ODA,
624101,Kodaikanal,Tamil Nadu,ODA,South2
785684,Nazira,Assam,ODA,NE
846006,Darbhanga,Bihar,No,East2
246724,Dhampur,Uttar Pradesh,ODA,North2
401303,Mumbai,Maharashtra,No,Mah1
415519,Satara,Maharashtra,No,Mah2
362258,Veraval,Gujarat,ODA,Guj2
441205,Brahmapuri,Maharashtra,ODA,Mah2
821103,Chainpur,Bihar,No,East2
415011,Satara,Maharashtra,No,Mah2
246762,Dhampur,Uttar Pradesh,ODA,North2
743133,Naihati,West Bengal,ODA,
331503,Sujangarh,Rajasthan,No,North2
523272,Ongole,Andhra Pradesh,No,South2
143305,Patti,Punjab,No,North2
523155,Chirala,Andhra Pradesh,ODA,South2
732102,Malda,West Bengal,No,
843118,Dholi,Bihar,No,East2
504002,Adilabad,Telangana,ODA,
415003,Satara,Maharashtra,No,Mah2
144014,Jalandhar,Punjab,No,North2
673519,Kozhikode,Kerala,No,Kerala
700048,Kolkata,West Bengal,No,East1
144101,Jalandhar,Punjab,No,North2
144032,Jalandhar,Punjab,No,North2
412210,Shirur,Maharashtra,No,Mah2
700077,Kolkata,West Bengal,No,East1
518345,Yemmiganur,Andhra Pradesh,ODA,South2
146114,Jalandhar,Punjab,ODA,North2
306304,Beawar,Rajasthan,No,North2
673302,Kozhikode,Kerala,No,Kerala
673018,Kozhikode,Kerala,No,Kerala
362255,Veraval,Gujarat,ODA,Guj2
822110,Daltonganj,Jharkhand,No,East2
401202,Mumbai,Maharashtra,No,Mah1
518501,Nandyal,Andhra Pradesh,ODA,South2
742175,Nowda,West Bengal,ODA,
612904,Jayankondam,Tamil Nadu,No,South2
631301,Sholinghur,Tamil Nadu,ODA,South2
732121,Malda,West Bengal,ODA,
733102,Balurghat,West Bengal,ODA,
759024,Kamakhyanagar,Odisha,ODA,East2
846008,Darbhanga,Bihar,No,East2
741159,Krishnanagar,West Bengal,ODA,
732208,Malda,West Bengal,No,
761015,Mohana,Odisha,ODA,East2
388450,Anand,Gujarat,No,Guj2
743376,Canning,West Bengal,ODA,
452017,Indore,Madhya Pradesh,No,Central1
824207,Tekari,Bihar,ODA,East2
484661,Umaria,Madhya Pradesh,ODA,Central2
383235,Khedbrahma,Gujarat,ODA,Guj2
721429,Contai,West Bengal,No,
415015,Satara,Maharashtra,No,Mah2
523212,Addanki,Andhra Pradesh,ODA,South2
721170,Kolaghat,West Bengal,No,
741127,Krishnanagar,West Bengal,ODA,
605752,Thirukoilure,Tamil Nadu,ODA,South2
804421,Tekari,Bihar,ODA,East2
244701,Milak,Uttar Pradesh,ODA,North2
563102,Kolar,Karnataka,No,
624106,Kodaikanal,Tamil Nadu,ODA,South2
452003,Indore,Madhya Pradesh,No,Central1
515731,Anantapur,Andhra Pradesh,No,South2
743387,Baruipur,West Bengal,ODA,
277208,Bariya,Uttar Pradesh,No,North2
591313,Gokak,Karnataka,ODA,
743302,Baruipur,West Bengal,ODA,
754250,Kendrapara,Odisha,ODA,East2
814150,Madhupur,Jharkhand,No,East2
444902,Morshi,Maharashtra,No,Mah2
515003,Anantapur,Andhra Pradesh,No,South2
732122,Malda,West Bengal,ODA,
401107,Mumbai,Maharashtra,No,Mah1
401104,Mumbai,Maharashtra,No,Mah1
444812,Morshi,Maharashtra,ODA,Mah2
451665,Sendhwa,Madhya Pradesh,ODA,Central2
785678,Nazira,Assam,ODA,NE
785687,Nazira,Assam,ODA,NE
523157,Chirala,Andhra Pradesh,ODA,South2
523168,Chirala,Andhra Pradesh,ODA,South2
743247,Swarupnagar,West Bengal,ODA,
825412,Rajdhanwar,Jharkhand,ODA,East2
523170,Chirala,Andhra Pradesh,ODA,South2
523187,Chirala,Andhra Pradesh,ODA,South2
624107,Kodaikanal,Tamil Nadu,ODA,South2
743505,Baruipur,West Bengal,ODA,
732210,Malda,West Bengal,ODA,
638812,Tirupur,Tamil Nadu,No,South2
732103,Malda,West Bengal,No,
824235,Tekari,Bihar,ODA,East2
143417,Patti,Punjab,ODA,North2
277201,Bariya,Uttar Pradesh,No,North2
362265,Veraval,Gujarat,ODA,Guj2
624210,Kodaikanal,Tamil Nadu,ODA,South2
743123,Naihati,West Bengal,ODA,
785645,Nazira,Assam,ODA,NE
515701,Anantapur,Andhra Pradesh,No,South2
143201,Tarsikka,Punjab,ODA,North2
124109,Jhajjar,Haryana,ODA,North2
628718,Tuticorin,Tamil Nadu,No,South2
313001,Udaipur,Rajasthan,No,North2
462010,Bhopal,Madhya Pradesh,No,Central1
531023,Chodavaram,Andhra Pradesh,ODA,South2
262302,Pilibhit,Uttar Pradesh,ODA,North2
403406,Goa,Goa,No,Goa
583276,Bellary,Karnataka,No,
624002,Dindigul,Tamil Nadu,No,South2
403408,Goa,Goa,No,Goa
272129,Ayodhya,Uttar Pradesh,ODA,North2
403725,Goa,Goa,No,Goa
400054,Mumbai,Maharashtra,No,Mah1
563139,Malur,Karnataka,No,
632311,Vellore,Tamil Nadu,No,South2
754285,Chandikhol,Odisha,No,East2
384002,Mehsana,Gujarat,No,Guj2
814119,Shikaripara,Jharkhand,ODA,East2
757054,Rairangpur,Odisha,ODA,East2
342004,Jodhpur,Rajasthan,No,North2
523261,Addanki,Andhra Pradesh,ODA,South2
606755,Tiruvannamalai,Tamil Nadu,No,South2
829116,Phusro,Jharkhand,ODA,East2
211008,Allahabad,Uttar Pradesh,No,North2
535522,Parvathipuram,Andhra Pradesh,ODA,South2
752011,Puri,Odisha,No,East2
606105,Pennadam,Tamil Nadu,ODA,South2
628621,Tirunelveli,Tamil Nadu,ODA,South2
752022,Tangi,Odisha,ODA,East2
583201,Hospet,Karnataka,ODA,
632053,Vellore,Tamil Nadu,No,South2
755049,Chandikhol,Odisha,ODA,East2
825401,Chatra,Jharkhand,ODA,East2
441912,Tumsar,Maharashtra,No,Mah2
606811,Tiruvannamalai,Tamil Nadu,No,South2
224171,Ayodhya,Uttar Pradesh,ODA,North2
416550,Sawantwadi,Maharashtra,ODA,Mah2
583211,Hospet,Karnataka,ODA,
243720,Chandausi,Uttar Pradesh,ODA,North2
686001,Kottayam,Kerala,No,Kerala
686034,Kottayam,Kerala,ODA,Kerala
686583,Kottayam,Kerala,ODA,Kerala
722204,Barjora,West Bengal,ODA,
743357,Kakdwip,West Bengal,ODA,
131022,Sonipat,Haryana,No,North2
628210,Tiruchendur,Tamil Nadu,ODA,South2
282002,Agra,Uttar Pradesh,No,North2
263156,Bhimtal,Uttarakhand,ODA,North2
143114,Tarsikka,Punjab,ODA,North2
623529,Rameswaram,Tamil Nadu,ODA,South2
635122,Krishnagiri,Tamil Nadu,No,South2
743166,Naihati,West Bengal,ODA,
209502,Aliganj,Uttar Pradesh,No,North2
132105,Panipat,Haryana,ODA,North2
562119,Kanakapura,Karnataka,ODA,
600044,Chennai,Tamil Nadu,No,South2
833214,Noamundi,Jharkhand,No,East2
600114,Chennai,Tamil Nadu,No,South2
713208,Durgapur,West Bengal,ODA,
411008,Pune,Maharashtra,No,Mah1
151005,Bathinda,Punjab,No,North2
411035,Pune,Maharashtra,No,Mah1
517130,Pakala,Andhra Pradesh,ODA,South2
412106,Pune,Maharashtra,No,Mah1
610105,Thiruvarur,Tamil Nadu,No,South2
136026,Kaithal,Haryana,No,North2
231219,Chopan,Uttar Pradesh,ODA,North2
503219,Nirmal,Telangana,ODA,
583230,Koppal,Karnataka,ODA,
458553,Mandsaur,Madhya Pradesh,ODA,Central2
841409,Mohammadpur,Bihar,No,East2
184104,Kathua,Jammu and Kashmir,No,
784025,Tezpur,Assam,No,NE
221712,Ratanpura,Uttar Pradesh,No,North2
171215,Jubbal,Himachal Pradesh,No,
626139,Rajapalayam,Tamil Nadu,No,South2
175104,Patlikuhal,Himachal Pradesh,No,
690507,Tiruvalla,Kerala,ODA,Kerala
209734,Kannauj,Uttar Pradesh,No,North2
631006,Arakkonam,Tamil Nadu,ODA,South2
695038,Thiruvananthapuram,Kerala,No,Kerala
261502,Dhaurahara,Uttar Pradesh,ODA,North2
524142,Kavali,Andhra Pradesh,No,South2
591241,Nipani,Karnataka,No,
624211,Vadipatti,Tamil Nadu,ODA,South2
471515,Lavkush Nagar,Madhya Pradesh,ODA,Central2
586127,Bijapur,Karnataka,No,
690566,Tiruvalla,Kerala,ODA,Kerala
695134,Thiruvananthapuram,Kerala,ODA,Kerala
229001,Raebareli,Uttar Pradesh,ODA,North2
523273,Kondapi,Andhra Pradesh,No,South2
576214,Bhatkal,Karnataka,ODA,
690516,Tiruvalla,Kerala,ODA,Kerala
695502,Thiruvananthapuram,Kerala,ODA,Kerala
144621,Begowal,Punjab,No,North2
587315,Mahalingpur,Karnataka,No,
414702,Daund,Maharashtra,ODA,Mah2
473110,Guna,Madhya Pradesh,ODA,Central2
642132,Udumalaipettai,Tamil Nadu,ODA,South2
690561,Tiruvalla,Kerala,No,Kerala
303315,Bandikui,Rajasthan,ODA,North2
400006,Mumbai,Maharashtra,No,Mah1
507125,Kothagudem,Telangana,ODA,
614622,Pudukkottai,Tamil Nadu,ODA,South2
600082,Chennai,Tamil Nadu,No,South2
731237,Morgram,West Bengal,ODA,
586130,Bijapur,Karnataka,ODA,
770035,Birmitrapur,Odisha,No,East2
783390,Bongaigaon,Assam,No,NE
221709,Mau,Uttar Pradesh,No,North2
201315,Noida,Uttar Pradesh,No,North1
470673,Hatta,Madhya Pradesh,No,Central2
788726,Patharkandi,Assam,ODA,NE
788125,Pailapool,Assam,ODA,NE
136043,Kaithal,Haryana,No,North2
680702,Thrissur,Kerala,No,Kerala
400108,Mumbai,Maharashtra,No,Mah1
524001,Nellore,Andhra Pradesh,No,South2
673521,Koyilandy,Kerala,No,Kerala
743423,Kolkata,West Bengal,ODA,East1
136033,Kaithal,Haryana,No,North2
180004,Jammu,Jammu and Kashmir,No,North3
425409,Shahada,Maharashtra,ODA,Mah2
425444,Shahada,Maharashtra,ODA,Mah2
464770,Udaipura,Madhya Pradesh,No,Central2
673522,Koyilandy,Kerala,ODA,Kerala
143513,Ajnala,Punjab,No,North2
262406,Pilibhit,Uttar Pradesh,ODA,North2
401100,Mumbai,Maharashtra,No,Mah1
683557,Perumbavoor,Kerala,ODA,Kerala
788103,Pailapool,Assam,ODA,NE
142033,Jagraon,Punjab,No,North2
683518,Aluva,Kerala,ODA,Kerala
124106,Charkhi Dadri,Haryana,No,North2
123411,Rewari,Haryana,No,North2
743272,Kolkata,West Bengal,ODA,East1
180020,Jammu,Jammu and Kashmir,No,North3
272162,Khalilabad,Uttar Pradesh,No,North2
458330,Jawad,Madhya Pradesh,No,Central2
201307,Noida,Uttar Pradesh,No,North1
400031,Mumbai,Maharashtra,No,Mah1
614805,Pudukkottai,Tamil Nadu,ODA,South2
782448,Lanka,Assam,ODA,NE
394190,Kadodara,Gujarat,No,Guj2
176216,Dharamshala,Himachal Pradesh,No,
402122,Mangaon,Maharashtra,No,Mah2
755027,Binjharpur,Odisha,ODA,East2
396421,Surat,Gujarat,ODA,Guj1
607308,Neyveli,Tamil Nadu,No,South2
802213,Dinara,Bihar,ODA,East2
304801,Tonk,Rajasthan,No,North2
813228,Sultanganj,Bihar,No,East2
131301,Gohana,Haryana,ODA,North2
384131,Unjha,Gujarat,ODA,Guj2
403714,Goa,Goa,No,Goa
691576,Kollam,Kerala,No,Kerala
148028,Sunam,Punjab,No,North2
473112,Guna,Madhya Pradesh,ODA,Central2
577501,Chitradurga,Karnataka,No,
721431,Bajkul,West Bengal,ODA,
751021,Bhubaneshwar,Odisha,No,East2
753004,Cuttack,Odisha,No,East2
175051,Sarkaghat,Himachal Pradesh,No,
175040,Sarkaghat,Himachal Pradesh,No,
410511,Junnar,Maharashtra,ODA,Mah2
416513,Goa,Maharashtra,ODA,Mah2
576107,Manipal,Karnataka,No,
415307,Vita,Maharashtra,No,Mah2
422202,Dindori-MH,Maharashtra,No,Mah2
682036,Aluva,Kerala,No,Kerala
800016,Patna,Bihar,No,East1
226007,Lucknow,Uttar Pradesh,No,North2
382019,Ahmedabad,Gujarat,No,Guj1
283152,Etah,Uttar Pradesh,ODA,North2
623533,Ramanathapuram,Tamil Nadu,ODA,South2
626571,Theni,Tamil Nadu,ODA,South2
517351,B Kothakota,Andhra Pradesh,ODA,South2
623530,Ramanathapuram,Tamil Nadu,No,South2
742162,Nowda,West Bengal,ODA,
751007,Bhubaneshwar,Odisha,No,East2
425406,Shindkheda,Maharashtra,ODA,Mah2
609301,Mayiladuthurai,Tamil Nadu,ODA,South2
841408,Malmaliya,Bihar,ODA,East2
848155,Samastipur,Bihar,ODA,East2
516108,Koduru,Andhra Pradesh,ODA,South2
602022,Sriperumbudur,Tamil Nadu,No,South2
691583,Kollam,Kerala,ODA,Kerala
425504,Raver,Maharashtra,ODA,Mah2
625601,Theni,Tamil Nadu,No,South2
691520,Kollam,Kerala,ODA,Kerala
721670,Haldia,West Bengal,ODA,
602107,Sriperumbudur,Tamil Nadu,No,South2
313702,Jhadol,Rajasthan,No,North2
689695,Adoor,Kerala,ODA,Kerala
335702,Srivijaynagar,Rajasthan,No,North2
382030,Ahmedabad,Gujarat,No,Guj1
110044,Faridabad,Delhi,No,North1
302009,Jaipur,Rajasthan,No,North1
382041,Ahmedabad,Gujarat,No,Guj1
400701,Navi mumbai,Maharashtra,No,Mah2
630556,Sivaganga,Tamil Nadu,ODA,South2
302020,Jaipur,Rajasthan,No,North1
612602,Kumbakonam,Tamil Nadu,No,South2
612006,Mayiladuthurai,Tamil Nadu,No,South2
713367,Asansol,West Bengal,ODA,
591307,Gokak,Karnataka,No,
274306,Kaptanganj,Uttar Pradesh,ODA,North2
382028,Ahmedabad,Gujarat,No,Guj1
524126,Naidupeta,Andhra Pradesh,ODA,South2
623402,Thiruvadanai,Tamil Nadu,ODA,South2
225303,Fatehpur-UP,Uttar Pradesh,ODA,North2
571316,Chamarajanagar,Karnataka,No,
621211,Kulithalai,Tamil Nadu,No,South2
787035,Gogamukh,Assam,No,NE
148020,Malerkotla,Punjab,No,North2
431120,Soegaon,Maharashtra,No,Mah2
522325,Tenali,Andhra Pradesh,ODA,South2
625702,Madurai,Tamil Nadu,No,South2
384121,Himmatnagar,Gujarat,ODA,Guj2
431515,Parli,Maharashtra,ODA,Mah2
431520,Parli,Maharashtra,ODA,Mah2
670651,Chavassery,Kerala,No,Kerala
670595,Kannur,Kerala,No,Kerala
400605,Thane,Maharashtra,No,Mah2
390023,Vadodara,Gujarat,No,Guj2
246701,Bijnor,Uttar Pradesh,No,North2
273158,Anandnagar,Uttar Pradesh,No,North2
440030,Nagpur,Maharashtra,No,Mah2
673303,Kozhikode,Kerala,No,Kerala
752014,Puri,Odisha,No,East2
281303,Mathura,Uttar Pradesh,No,North2
530045,Visakhapatnam,Andhra Pradesh,No,South2
673017,Kozhikode,Kerala,No,Kerala
281122,Mathura,Uttar Pradesh,No,North2
456224,Nagda,Madhya Pradesh,ODA,Central2
444706,Daryapur,Maharashtra,No,Mah2
530043,Visakhapatnam,Andhra Pradesh,No,South2
389157,Dahod,Gujarat,ODA,Guj2
452001,Indore,Madhya Pradesh,No,Central1
388545,Anand,Gujarat,No,Guj2
144303,Jalandhar,Punjab,No,North2
712419,Tarkeshwar,West Bengal,ODA,
825418,Domchanch,Jharkhand,No,East2
273302,Maharajganj,Uttar Pradesh,No,North2
247554,Deoband,Uttar Pradesh,No,North2
344024,Balotra,Rajasthan,ODA,North2
487330,Narsinghpur,Madhya Pradesh,No,Central2
612603,Thiruvarur,Tamil Nadu,No,South2
827014,Bokaro,Jharkhand,No,East2
305415,Kekri,Rajasthan,No,North2
450337,Khandwa,Madhya Pradesh,ODA,Central2
391165,Chhota Udaipur,Gujarat,No,Guj2
741251,Kalyani,West Bengal,ODA,
515814,Anantapur,Andhra Pradesh,ODA,South2
605701,Thirukoilure,Tamil Nadu,ODA,South2
302010,Jaipur,Rajasthan,No,North1
606802,Polur,Tamil Nadu,No,South2
230202,Kunda,Uttar Pradesh,ODA,North2
110020,Delhi,Delhi,No,North1
783371,Chapar,Assam,ODA,NE
302041,Jaipur,Rajasthan,No,North1
382024,Ahmedabad,Gujarat,No,Guj1
612605,Kumbakonam,Tamil Nadu,No,South2
787034,Gogamukh,Assam,ODA,NE
670009,Kannur,Kerala,No,Kerala
841237,Siwan,Bihar,No,East2
391345,Vadodara,Gujarat,No,Guj2
695130,Kallikkad,Kerala,ODA,Kerala
400615,Thane,Maharashtra,No,Mah2
401205,Mumbai,Maharashtra,No,Mah1
172026,Anni,Himachal Pradesh,No,
388520,Anand,Gujarat,No,Guj2
402205,Mumbai,Maharashtra,No,Mah1
732144,Malda,West Bengal,ODA,
177021,Hamirpur,Himachal Pradesh,No,
415022,Satara,Maharashtra,ODA,Mah2
721130,Kolaghat,West Bengal,ODA,
638752,Tirupur,Tamil Nadu,No,South2
515005,Anantapur,Andhra Pradesh,No,South2
518593,Nandyal,Andhra Pradesh,ODA,South2
518511,Nandyal,Andhra Pradesh,ODA,South2
523226,Ongole,Andhra Pradesh,No,South2
721445,Belda,West Bengal,ODA,
141308,Jalandhar,Punjab,ODA,North2
322235,Karauli,Rajasthan,ODA,North2
413405,Osmanabad,Maharashtra,No,Mah2
460444,Betul,Madhya Pradesh,ODA,Central2
577004,Davangere,Karnataka,No,
609113,Sirkazhi,Tamil Nadu,ODA,South2
246728,Bijnor,Uttar Pradesh,No,North2
768103,Kadobahal,Odisha,No,East2
822116,Japla,Jharkhand,ODA,East2
333705,Jhunjhunu,Rajasthan,No,North2
144006,Jalandhar,Punjab,No,North2
530051,Visakhapatnam,Andhra Pradesh,No,South2
530030,Visakhapatnam,Andhra Pradesh,No,South2
143415,Patti,Punjab,No,North2
515002,Anantapur,Andhra Pradesh,No,South2
821106,Chainpur,Bihar,No,East2
364750,Botad,Gujarat,ODA,Guj2
400606,Thane,Maharashtra,No,Mah2
625105,Melur,Tamil Nadu,No,South2
742133,Nowda,West Bengal,ODA,
515721,Anantapur,Andhra Pradesh,No,South2
502205,Hyderabad,Telangana,ODA,South1
829132,Bokaro,Jharkhand,ODA,East2
221506,Allahabad,Uttar Pradesh,No,North2
211009,Allahabad,Uttar Pradesh,No,North2
572140,Tumkur,Karnataka,ODA,
444711,Dhamangaon,Maharashtra,No,Mah2
621805,Jayankondam,Tamil Nadu,ODA,South2
759028,Kamakhyanagar,Odisha,ODA,East2
453112,Indore,Madhya Pradesh,No,Central1
486886,Singrauli,Madhya Pradesh,ODA,Central2
721456,Contai,West Bengal,ODA,
623514,Ramanathapuram,Tamil Nadu,No,South2
691515,Kollam,Kerala,No,Kerala
475001,Gwalior,Madhya Pradesh,No,Central2
686538,Kottayam,Kerala,No,Kerala
477117,Gwalior,Madhya Pradesh,No,Central2
631209,Arakkonam,Tamil Nadu,ODA,South2
632511,Cheyyar,Tamil Nadu,No,South2
689111,Tiruvalla,Kerala,No,Kerala
391140,Bodeli,Gujarat,No,Guj2
690504,Kayamkulam,Kerala,No,Kerala
391130,Bodeli,Gujarat,No,Guj2
486884,Singrauli,Madhya Pradesh,No,Central2
767005,Balangir,Odisha,ODA,East2
136020,Kaithal,Haryana,No,North2
600035,Chennai,Tamil Nadu,No,South2
680600,Shoranur,Kerala,ODA,Kerala
743704,Kolkata,West Bengal,ODA,East1
743194,Kolkata,West Bengal,ODA,East1
177212,Amb,Himachal Pradesh,ODA,
233231,Ghazipur,Uttar Pradesh,No,North2
413217,Akkalkot,Maharashtra,No,Mah2
680005,Thrissur,Kerala,No,Kerala
174316,Amb,Himachal Pradesh,ODA,
532127,Rajam,Andhra Pradesh,ODA,South2
622209,Pudukkottai,Tamil Nadu,ODA,South2
614618,Pudukkottai,Tamil Nadu,ODA,South2
695040,Thiruvananthapuram,Kerala,No,Kerala
531148,Bheemunipatnam,Andhra Pradesh,ODA,South2
741232,Ranaghat,West Bengal,No,
389380,Limkheda,Gujarat,No,Guj2
531021,Visakhapatnam,Andhra Pradesh,ODA,South2
523334,CumbumAP,Andhra Pradesh,ODA,South2
673573,Thamarassery,Kerala,No,Kerala
722137,Bankura,West Bengal,ODA,
847337,Darbhanga,Bihar,No,East2
847101,Darbhanga,Bihar,No,East2
759039,Kamakhyanagar,Odisha,ODA,East2
572101,Tumkur,Karnataka,ODA,
591510,Chikodi,Karnataka,ODA,
272163,Itava,Uttar Pradesh,ODA,North2
390012,Vadodara,Gujarat,No,Guj2
221602,Madhuban,Uttar Pradesh,No,North2
390007,Vadodara,Gujarat,No,Guj2
695303,Thiruvananthapuram,Kerala,No,Kerala
394248,Vansda,Gujarat,ODA,Guj2
573213,Hassan,Karnataka,No,
689675,Ranni,Kerala,ODA,Kerala
507301,Aswaraopeta,Andhra Pradesh,No,South2
614018,Thiruvarur,Tamil Nadu,ODA,South2
614019,Thiruvarur,Tamil Nadu,ODA,South2
686544,Ranni,Kerala,No,Kerala
335001,Ganga Nagar,Rajasthan,No,North2
333515,Buhana,Rajasthan,No,North2
502307,Hyderabad,Telangana,No,South1
521153,Vijayawada,Andhra Pradesh,No,South2
534452,Dwaraka Tirumala,Andhra Pradesh,No,South2
630318,Karaikudi,Tamil Nadu,ODA,South2
574122,Karkala,Karnataka,ODA,
140307,Mohali,Chandigarh,No,
472447,Prithvipur,Madhya Pradesh,ODA,Central2
134104,Pinjore,Haryana,ODA,North2
632504,Arani,Tamil Nadu,ODA,South2
335512,Hanumangarh,Rajasthan,No,North2
415618,Ratnagiri,Maharashtra,ODA,Mah2
144418,Phagwara,Punjab,No,North2
415617,Ganpatipule,Maharashtra,ODA,Mah2
630206,Karaikudi,Tamil Nadu,No,South2
160010,Chandigarh,Chandigarh,No,
623204,Karaikudi,Tamil Nadu,ODA,South2
722101,Bankura,West Bengal,ODA,
524303,Atmakur-AP,Andhra Pradesh,ODA,South2
333026,Pilani,Rajasthan,ODA,North2
262311,Sitarganj,Uttarakhand,ODA,North2
442406,Chandrapur,Maharashtra,ODA,Mah2
574313,Sullia,Karnataka,No,
621707,Ariyalur,Tamil Nadu,ODA,South2
712152,Jamalpur,West Bengal,No,
743439,Hingalganj,West Bengal,No,
821310,Daudnagar,Bihar,No,East2
415308,Atapadi,Maharashtra,ODA,Mah2
852216,Saharsa,Bihar,No,East2
